Datetime,Motor current(mA),Motor Voltage(10mV),Motor electrodynamic force,Door opening time(.1s),Door closing time(.1s),Close command,Open command,DCSR,DCSL,DLSR,DLSL,Door Opened,Door Locked,Door is opening,Door is closing,Door leaf position
2023-7-5-0-7-59-652,256,5500,1359,23,33,1,0,0,0,0,0,0,0,0,1,362
2023-7-5-0-7-59-672,250,5500,1359,23,33,1,0,0,0,0,0,0,0,0,1,357
2023-7-5-0-7-59-692,247,5500,1359,23,33,1,0,0,0,0,0,0,0,0,1,351
2023-7-5-0-7-59-712,247,5500,1355,23,33,1,0,0,0,0,0,0,0,0,1,345
2023-7-5-0-7-59-732,247,5500,1355,23,33,1,0,0,0,0,0,0,0,0,1,339
2023-7-5-0-7-59-752,244,5500,1361,23,33,1,0,0,0,0,0,0,0,0,1,334
2023-7-5-0-7-59-772,244,5500,1357,23,33,1,0,0,0,0,0,0,0,0,1,328
2023-7-5-0-7-59-792,244,5500,1357,23,33,1,0,0,0,0,0,0,0,0,1,322
2023-7-5-0-7-59-812,244,5500,1357,23,33,1,0,0,0,0,0,0,0,0,1,316
2023-7-5-0-7-59-832,244,5500,1357,23,33,1,0,0,0,0,0,0,0,0,1,311
2023-7-5-0-7-59-852,250,5500,1347,23,33,1,0,0,0,0,0,0,0,0,1,305
2023-7-5-0-7-59-872,256,5500,1355,23,33,1,0,0,0,0,0,0,0,0,1,299
2023-7-5-0-7-59-892,247,5500,1355,23,33,1,0,0,0,0,0,0,0,0,1,294
2023-7-5-0-7-59-912,253,5500,1351,23,33,1,0,0,0,0,0,0,0,0,1,288
2023-7-5-0-7-59-932,253,5500,1347,23,33,1,0,0,0,0,0,0,0,0,1,282
2023-7-5-0-7-59-952,247,5500,1351,23,33,1,0,0,0,0,0,0,0,0,1,276
2023-7-5-0-7-59-972,241,5500,1349,23,33,1,0,0,0,0,0,0,0,0,1,271
2023-7-5-0-7-59-992,244,5500,1341,23,33,1,0,0,0,0,0,0,0,0,1,265
2023-7-5-0-8-0-12,238,5500,1345,23,33,1,0,0,0,0,0,0,0,0,1,259
2023-7-5-0-8-0-32,226,5400,1344,23,33,1,0,0,0,0,0,0,0,0,1,254
2023-7-5-0-8-0-52,229,5400,1332,23,33,1,0,0,0,0,0,0,0,0,1,248
2023-7-5-0-8-0-72,223,5400,1332,23,33,1,0,0,0,0,0,0,0,0,1,242
2023-7-5-0-8-0-92,203,5400,1332,23,33,1,0,0,0,0,0,0,0,0,1,237
2023-7-5-0-8-0-112,200,5300,1316,23,33,1,0,0,0,0,0,0,0,0,1,231
2023-7-5-0-8-0-132,200,5300,1308,23,33,1,0,0,0,0,0,0,0,0,1,225
2023-7-5-0-8-0-152,185,5200,1308,23,33,1,0,0,0,0,0,0,0,0,1,220
2023-7-5-0-8-0-172,170,5200,1298,23,33,1,0,0,0,0,0,0,0,0,1,214
2023-7-5-0-8-0-192,162,5100,1280,23,33,1,0,0,0,0,0,0,0,0,1,209
2023-7-5-0-8-0-212,156,5000,1256,23,33,1,0,0,0,0,0,0,0,0,1,203
2023-7-5-0-8-0-232,153,4900,1232,23,33,1,0,0,0,0,0,0,0,0,1,198
2023-7-5-0-8-0-252,141,4800,1211,23,33,1,0,0,0,0,0,0,0,0,1,193
2023-7-5-0-8-0-272,126,4700,1203,23,33,1,0,0,0,0,0,0,0,0,1,188
2023-7-5-0-8-0-292,103,4600,1187,23,33,1,0,0,0,0,0,0,0,0,1,183
2023-7-5-0-8-0-312,82,4500,1161,23,33,1,0,0,0,0,0,0,0,0,1,178
2023-7-5-0-8-0-332,68,4400,1138,23,33,1,0,0,0,0,0,0,0,0,1,173
2023-7-5-0-8-0-352,56,4200,1112,23,33,1,0,0,0,0,0,0,0,0,1,168
2023-7-5-0-8-0-372,44,4100,1086,23,33,1,0,0,0,0,0,0,0,0,1,163
2023-7-5-0-8-0-392,26,4000,1068,23,33,1,0,0,0,0,0,0,0,0,1,158
2023-7-5-0-8-0-412,12,3900,1042,23,33,1,0,0,0,0,0,0,0,0,1,154
2023-7-5-0-8-0-432,6,3800,1024,23,33,1,0,0,0,0,0,0,0,0,1,150
2023-7-5-0-8-0-452,6,3400,954,23,33,1,0,0,0,0,0,0,0,0,1,145
2023-7-5-0-8-0-472,6,3300,927,23,33,1,0,0,0,0,0,0,0,0,1,141
2023-7-5-0-8-0-492,6,3100,897,23,33,1,0,0,0,0,0,0,0,0,1,137
2023-7-5-0-8-0-512,6,2900,863,23,33,1,0,0,0,0,0,0,0,0,1,133
2023-7-5-0-8-0-532,6,2800,809,23,33,1,0,0,0,0,0,0,0,0,1,130
2023-7-5-0-8-0-552,3,2700,779,23,33,1,0,0,0,0,0,0,0,0,1,126
2023-7-5-0-8-0-572,3,2600,739,23,33,1,0,0,0,0,0,0,0,0,1,123
2023-7-5-0-8-0-592,3,2500,700,23,33,1,0,0,0,0,0,0,0,0,1,120
2023-7-5-0-8-0-612,3,2300,652,23,33,1,0,0,0,0,0,0,0,0,1,117
2023-7-5-0-8-0-632,0,2200,622,23,33,1,0,0,0,0,0,0,0,0,1,114
2023-7-5-0-8-0-652,0,2100,590,23,33,1,0,0,0,0,0,0,0,0,1,111
2023-7-5-0-8-0-672,0,2000,556,23,33,1,0,0,0,0,0,0,0,0,1,109
2023-7-5-0-8-0-692,156,2500,596,23,33,1,0,0,0,0,0,0,0,0,1,106
2023-7-5-0-8-0-712,176,2700,628,23,33,1,0,0,0,0,0,0,0,0,1,104
2023-7-5-0-8-0-732,226,2600,588,23,33,1,0,0,0,0,0,0,0,0,1,101
2023-7-5-0-8-0-752,315,2700,572,23,33,1,0,0,0,0,0,0,0,0,1,99
2023-7-5-0-8-0-772,341,2800,582,23,33,1,0,0,0,0,0,0,0,0,1,96
2023-7-5-0-8-0-792,367,2800,574,23,33,1,0,0,0,0,0,0,0,0,1,94
2023-7-5-0-8-0-812,379,2900,579,23,33,1,0,0,0,0,0,0,0,0,1,91
2023-7-5-0-8-0-832,347,2900,594,23,33,1,0,0,0,0,0,0,0,0,1,89
2023-7-5-0-8-0-852,320,2800,590,23,33,1,0,0,0,0,0,0,0,0,1,86
2023-7-5-0-8-0-872,300,2800,595,23,33,1,0,0,0,0,0,0,0,0,1,84
2023-7-5-0-8-0-892,273,2700,595,23,33,1,0,0,0,0,0,0,0,0,1,81
2023-7-5-0-8-0-912,256,2700,595,23,33,1,0,0,0,0,0,0,0,0,1,79
2023-7-5-0-8-0-932,238,2700,597,23,33,1,0,0,0,0,0,0,0,0,1,76
2023-7-5-0-8-0-952,218,2600,598,23,33,1,0,0,0,0,0,0,0,0,1,74
2023-7-5-0-8-0-972,209,2600,592,23,33,1,0,0,0,0,0,0,0,0,1,71
2023-7-5-0-8-0-992,209,2500,584,23,33,1,0,0,0,0,0,0,0,0,1,69
2023-7-5-0-8-1-12,212,2600,582,23,33,1,0,0,0,0,0,0,0,0,1,66
2023-7-5-0-8-1-32,215,2500,578,23,33,1,0,0,0,0,0,0,0,0,1,64
2023-7-5-0-8-1-52,220,2500,574,23,33,1,0,0,0,0,0,0,0,0,1,61
2023-7-5-0-8-1-72,232,2500,568,23,33,1,0,0,0,0,0,0,0,0,1,59
2023-7-5-0-8-1-92,241,2500,565,23,33,1,0,0,0,0,0,0,0,0,1,57
2023-7-5-0-8-1-112,253,2600,563,23,33,1,0,0,0,0,0,0,0,0,1,54
2023-7-5-0-8-1-132,253,2600,563,23,33,1,0,0,0,0,0,0,0,0,1,52
2023-7-5-0-8-1-152,256,2600,563,23,33,1,0,0,0,0,0,0,0,0,1,49
2023-7-5-0-8-1-172,253,2600,563,23,33,1,0,0,0,0,0,0,0,0,1,47
2023-7-5-0-8-1-192,253,2500,559,23,33,1,0,0,0,0,0,0,0,0,1,45
2023-7-5-0-8-1-212,256,2500,555,23,33,1,0,0,0,0,0,0,0,0,1,42
2023-7-5-0-8-1-232,267,2500,553,23,33,1,0,0,0,0,0,0,0,0,1,40
2023-7-5-0-8-1-252,273,2500,547,23,33,1,0,0,0,0,0,0,0,0,1,38
2023-7-5-0-8-1-272,291,2600,549,23,33,1,0,0,0,0,0,0,0,0,1,35
2023-7-5-0-8-1-292,294,2600,543,23,33,1,0,0,0,0,0,0,0,0,1,33
2023-7-5-0-8-1-312,297,2600,547,23,33,1,0,0,0,0,0,0,0,0,1,31
2023-7-5-0-8-1-332,300,2600,551,23,33,1,0,0,0,0,0,0,0,0,1,28
2023-7-5-0-8-1-352,300,2600,551,23,33,1,0,0,0,0,0,0,0,0,1,26
2023-7-5-0-8-1-372,294,2600,551,23,33,1,0,0,0,0,0,0,0,0,1,24
2023-7-5-0-8-1-392,294,2600,551,23,33,1,0,0,0,0,0,0,0,0,1,21
2023-7-5-0-8-1-412,291,2600,557,23,33,1,0,0,0,0,0,0,0,0,1,19
2023-7-5-0-8-1-432,285,2600,553,23,33,1,0,0,0,0,0,0,0,0,1,17
2023-7-5-0-8-1-452,288,2600,553,23,33,1,0,0,0,0,0,0,0,0,1,14
2023-7-5-0-8-1-472,317,2600,534,23,33,1,0,0,0,0,0,0,0,0,1,12
2023-7-5-0-8-1-492,526,2700,454,23,33,1,0,1,1,0,0,0,0,0,1,10
2023-7-5-0-8-1-512,1023,3300,349,23,33,1,0,1,1,0,0,0,0,0,1,8
2023-7-5-0-8-1-532,1593,4200,301,23,33,1,0,1,1,0,0,0,0,0,1,6
2023-7-5-0-8-1-552,1705,4900,436,23,33,1,0,1,1,0,0,0,0,0,1,5
2023-7-5-0-8-1-572,1734,4700,356,23,33,1,0,1,1,0,0,0,0,0,1,3
2023-7-5-0-8-1-592,2090,5100,275,23,33,1,0,1,1,0,0,0,0,0,1,1
2023-7-5-0-8-1-612,2052,4300,97,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-632,1940,4000,65,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-652,1946,4000,49,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-672,1969,4000,36,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-692,1975,3900,0,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-712,1987,3900,0,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-732,1993,3900,0,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-752,1999,3900,0,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-772,1996,3900,0,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-792,2002,3900,0,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-1-812,2005,3900,0,23,33,1,0,1,1,1,1,0,0,0,1,0
2023-7-5-0-8-17-730,115,400,53,23,35,1,0,0,0,0,0,0,0,0,1,700
2023-7-5-0-8-17-750,132,500,89,23,35,1,0,0,0,0,0,0,0,0,1,700
2023-7-5-0-8-17-770,176,700,109,23,35,1,0,0,0,0,0,0,0,0,1,700
2023-7-5-0-8-17-790,315,1000,117,23,35,1,0,0,0,0,0,0,0,0,1,699
2023-7-5-0-8-17-810,497,1500,143,23,35,1,0,0,0,0,0,0,0,0,1,699
2023-7-5-0-8-17-830,661,2000,193,23,35,1,0,0,0,0,0,0,0,0,1,698
2023-7-5-0-8-17-850,814,2500,254,23,35,1,0,0,0,0,0,0,0,0,1,697
2023-7-5-0-8-17-870,952,3100,336,23,35,1,0,0,0,0,0,0,0,0,1,696
2023-7-5-0-8-17-890,1117,3700,415,23,35,1,0,0,0,0,0,0,0,0,1,695
2023-7-5-0-8-17-910,1276,4300,503,23,35,1,0,0,0,0,0,0,0,0,1,693
2023-7-5-0-8-17-930,1376,5000,624,23,35,1,0,0,0,0,0,0,0,0,1,691
2023-7-5-0-8-17-950,1429,5500,735,23,35,1,0,0,0,0,0,0,0,0,1,689
2023-7-5-0-8-17-970,1411,5900,841,23,35,1,0,0,0,0,0,0,0,0,1,686
2023-7-5-0-8-17-990,1329,6100,948,23,35,1,0,0,0,0,0,0,0,0,1,682
2023-7-5-0-8-18-10,1188,6200,1042,23,35,1,0,0,0,0,0,0,0,0,1,678
2023-7-5-0-8-18-30,996,6100,1134,23,35,1,0,0,0,0,0,0,0,0,1,674
2023-7-5-0-8-18-50,782,6000,1196,23,35,1,0,0,0,0,0,0,0,0,1,669
2023-7-5-0-8-18-70,579,5800,1244,23,35,1,0,0,0,0,0,0,0,0,1,664
2023-7-5-0-8-18-90,432,5600,1276,23,35,1,0,0,0,0,0,0,0,0,1,656
2023-7-5-0-8-18-110,329,5500,1293,23,35,1,0,0,0,0,0,0,0,0,1,654
2023-7-5-0-8-18-130,256,5400,1308,23,35,1,0,0,0,0,0,0,0,0,1,648
2023-7-5-0-8-18-150,212,5300,1302,23,35,1,0,0,0,0,0,0,0,0,1,643
2023-7-5-0-8-18-170,197,5200,1302,23,35,1,0,0,0,0,0,0,0,0,1,637
2023-7-5-0-8-18-190,182,5200,1309,23,35,1,0,0,0,0,0,0,0,0,1,632
2023-7-5-0-8-18-210,179,5200,1301,23,35,1,0,0,0,0,0,0,0,0,1,626
2023-7-5-0-8-18-230,191,5200,1290,23,35,1,0,0,0,0,0,0,0,0,1,621
2023-7-5-0-8-18-250,215,5200,1286,23,35,1,0,0,0,0,0,0,0,0,1,615
2023-7-5-0-8-18-270,218,5300,1298,23,35,1,0,0,0,0,0,0,0,0,1,610
2023-7-5-0-8-18-290,223,5300,1292,23,35,1,0,0,0,0,0,0,0,0,1,604
2023-7-5-0-8-18-310,241,5300,1290,23,35,1,0,0,0,0,0,0,0,0,1,599
2023-7-5-0-8-18-330,253,5300,1296,23,35,1,0,0,0,0,0,0,0,0,1,593
2023-7-5-0-8-18-350,247,5300,1300,23,35,1,0,0,0,0,0,0,0,0,1,588
2023-7-5-0-8-18-370,262,5300,1290,23,35,1,0,0,0,0,0,0,0,0,1,582
2023-7-5-0-8-18-390,285,5300,1285,23,35,1,0,0,0,0,0,0,0,0,1,577
2023-7-5-0-8-18-410,309,5400,1289,23,35,1,0,0,0,0,0,0,0,0,1,572
2023-7-5-0-8-18-430,323,5400,1295,23,35,1,0,0,0,0,0,0,0,0,1,566
2023-7-5-0-8-18-450,326,5400,1295,23,35,1,0,0,0,0,0,0,0,0,1,561
2023-7-5-0-8-18-470,317,5500,1299,23,35,1,0,0,0,0,0,0,0,0,1,555
2023-7-5-0-8-18-490,317,5500,1299,23,35,1,0,0,0,0,0,0,0,0,1,550
2023-7-5-0-8-18-510,306,5500,1305,23,35,1,0,0,0,0,0,0,0,0,1,544
2023-7-5-0-8-18-530,291,5500,1317,23,35,1,0,0,0,0,0,0,0,0,1,539
2023-7-5-0-8-18-550,279,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,533
2023-7-5-0-8-18-570,267,5400,1318,23,35,1,0,0,0,0,0,0,0,0,1,528
2023-7-5-0-8-18-590,259,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,522
2023-7-5-0-8-18-610,253,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,516
2023-7-5-0-8-18-630,253,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,511
2023-7-5-0-8-18-650,253,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,505
2023-7-5-0-8-18-670,250,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,500
2023-7-5-0-8-18-690,250,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,494
2023-7-5-0-8-18-710,253,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,488
2023-7-5-0-8-18-730,253,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,483
2023-7-5-0-8-18-750,256,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,477
2023-7-5-0-8-18-770,256,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,472
2023-7-5-0-8-18-790,267,5400,1314,23,35,1,0,0,0,0,0,0,0,0,1,463
2023-7-5-0-8-18-810,279,5400,1316,23,35,1,0,0,0,0,0,0,0,0,1,461
2023-7-5-0-8-18-830,273,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,455
2023-7-5-0-8-18-850,270,5400,1316,23,35,1,0,0,0,0,0,0,0,0,1,447
2023-7-5-0-8-18-870,270,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,444
2023-7-5-0-8-18-890,267,5400,1326,23,35,1,0,0,0,0,0,0,0,0,1,436
2023-7-5-0-8-18-910,262,5400,1318,23,35,1,0,0,0,0,0,0,0,0,1,433
2023-7-5-0-8-18-930,273,5400,1312,23,35,1,0,0,0,0,0,0,0,0,1,427
2023-7-5-0-8-18-950,267,5400,1326,23,35,1,0,0,0,0,0,0,0,0,1,419
2023-7-5-0-8-18-970,265,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,413
2023-7-5-0-8-18-990,267,5400,1318,23,35,1,0,0,0,0,0,0,0,0,1,408
2023-7-5-0-8-19-10,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,402
2023-7-5-0-8-19-30,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,396
2023-7-5-0-8-19-50,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,391
2023-7-5-0-8-19-70,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,385
2023-7-5-0-8-19-90,265,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,380
2023-7-5-0-8-19-110,265,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,374
2023-7-5-0-8-19-130,265,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,369
2023-7-5-0-8-19-150,259,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,363
2023-7-5-0-8-19-170,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,357
2023-7-5-0-8-19-190,262,5400,1318,23,35,1,0,0,0,0,0,0,0,0,1,352
2023-7-5-0-8-19-210,259,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,346
2023-7-5-0-8-19-230,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,341
2023-7-5-0-8-19-250,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,335
2023-7-5-0-8-19-270,259,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,329
2023-7-5-0-8-19-290,250,5400,1328,23,35,1,0,0,0,0,0,0,0,0,1,324
2023-7-5-0-8-19-310,250,5400,1324,23,35,1,0,0,0,0,0,0,0,0,1,318
2023-7-5-0-8-19-330,250,5400,1324,23,35,1,0,0,0,0,0,0,0,0,1,313
2023-7-5-0-8-19-350,247,5400,1324,23,35,1,0,0,0,0,0,0,0,0,1,307
2023-7-5-0-8-19-370,256,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,301
2023-7-5-0-8-19-390,262,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,296
2023-7-5-0-8-19-410,256,5400,1324,23,35,1,0,0,0,0,0,0,0,0,1,290
2023-7-5-0-8-19-430,253,5400,1320,23,35,1,0,0,0,0,0,0,0,0,1,285
2023-7-5-0-8-19-450,253,5400,1316,23,35,1,0,0,0,0,0,0,0,0,1,279
2023-7-5-0-8-19-470,244,5400,1322,23,35,1,0,0,0,0,0,0,0,0,1,274
2023-7-5-0-8-19-490,235,5400,1314,23,35,1,0,0,0,0,0,0,0,0,1,268
2023-7-5-0-8-19-510,238,5300,1314,23,35,1,0,0,0,0,0,0,0,0,1,262
2023-7-5-0-8-19-530,226,5300,1312,23,35,1,0,0,0,0,0,0,0,0,1,257
2023-7-5-0-8-19-550,226,5300,1304,23,35,1,0,0,0,0,0,0,0,0,1,251
2023-7-5-0-8-19-570,226,5300,1296,23,35,1,0,0,0,0,0,0,0,0,1,246
2023-7-5-0-8-19-590,220,5300,1298,23,35,1,0,0,0,0,0,0,0,0,1,240
2023-7-5-0-8-19-610,209,5200,1296,23,35,1,0,0,0,0,0,0,0,0,1,235
2023-7-5-0-8-19-630,206,5200,1280,23,35,1,0,0,0,0,0,0,0,0,1,229
2023-7-5-0-8-19-650,197,5100,1278,23,35,1,0,0,0,0,0,0,0,0,1,224
2023-7-5-0-8-19-670,179,5100,1273,23,35,1,0,0,0,0,0,0,0,0,1,219
2023-7-5-0-8-19-690,162,5000,1261,23,35,1,0,0,0,0,0,0,0,0,1,213
2023-7-5-0-8-19-710,156,4900,1237,23,35,1,0,0,0,0,0,0,0,0,1,208
2023-7-5-0-8-19-730,153,4800,1213,23,35,1,0,0,0,0,0,0,0,0,1,203
2023-7-5-0-8-19-750,150,4700,1195,23,35,1,0,0,0,0,0,0,0,0,1,198
2023-7-5-0-8-19-770,138,4600,1177,23,35,1,0,0,0,0,0,0,0,0,1,193
2023-7-5-0-8-19-790,123,4500,1155,23,35,1,0,0,0,0,0,0,0,0,1,188
2023-7-5-0-8-19-810,106,4400,1133,23,35,1,0,0,0,0,0,0,0,0,1,183
2023-7-5-0-8-19-830,88,4300,1114,23,35,1,0,0,0,0,0,0,0,0,1,178
2023-7-5-0-8-19-850,71,4200,1088,23,35,1,0,0,0,0,0,0,0,0,1,173
2023-7-5-0-8-19-870,56,4100,1076,23,35,1,0,0,0,0,0,0,0,0,1,169
2023-7-5-0-8-19-890,44,4000,1058,23,35,1,0,0,0,0,0,0,0,0,1,164
2023-7-5-0-8-19-910,26,3900,1032,23,35,1,0,0,0,0,0,0,0,0,1,160
2023-7-5-0-8-19-930,12,3700,998,23,35,1,0,0,0,0,0,0,0,0,1,155
2023-7-5-0-8-19-950,6,3600,976,23,35,1,0,0,0,0,0,0,0,0,1,151
2023-7-5-0-8-19-970,0,3500,952,23,35,1,0,0,0,0,0,0,0,0,1,147
2023-7-5-0-8-19-990,0,3400,912,23,35,1,0,0,0,0,0,0,0,0,1,143
2023-7-5-0-8-20-10,0,3300,884,23,35,1,0,0,0,0,0,0,0,0,1,139
2023-7-5-0-8-20-30,0,3200,856,23,35,1,0,0,0,0,0,0,0,0,1,136
2023-7-5-0-8-20-50,0,3100,832,23,35,1,0,0,0,0,0,0,0,0,1,132
2023-7-5-0-8-20-70,0,2900,776,23,35,1,0,0,0,0,0,0,0,0,1,129
2023-7-5-0-8-20-90,0,2800,748,23,35,1,0,0,0,0,0,0,0,0,1,125
2023-7-5-0-8-20-110,0,2700,728,23,35,1,0,0,0,0,0,0,0,0,1,122
2023-7-5-0-8-20-130,0,2600,696,23,35,1,0,0,0,0,0,0,0,0,1,119
2023-7-5-0-8-20-150,0,2400,664,23,35,1,0,0,0,0,0,0,0,0,1,116
2023-7-5-0-8-20-170,0,2300,632,23,35,1,0,0,0,0,0,0,0,0,1,113
2023-7-5-0-8-20-190,0,2200,604,23,35,1,0,0,0,0,0,0,0,0,1,110
2023-7-5-0-8-20-210,0,2100,572,23,35,1,0,0,0,0,0,0,0,0,1,108
2023-7-5-0-8-20-230,9,2000,552,23,35,1,0,0,0,0,0,0,0,0,1,105
2023-7-5-0-8-20-250,29,2000,532,23,35,1,0,0,0,0,0,0,0,0,1,103
2023-7-5-0-8-20-270,53,2000,512,23,35,1,0,0,0,0,0,0,0,0,1,101
2023-7-5-0-8-20-290,79,2000,500,23,35,1,0,0,0,0,0,0,0,0,1,99
2023-7-5-0-8-20-310,112,2000,485,23,35,1,0,0,0,0,0,0,0,0,1,96
2023-7-5-0-8-20-330,135,2000,489,23,35,1,0,0,0,0,0,0,0,0,1,94
2023-7-5-0-8-20-350,170,2100,475,23,35,1,0,0,0,0,0,0,0,0,1,92
2023-7-5-0-8-20-370,232,2100,460,23,35,1,0,0,0,0,0,0,0,0,1,90
2023-7-5-0-8-20-390,294,2300,459,23,35,1,0,0,0,0,0,0,0,0,1,88
2023-7-5-0-8-20-410,323,2400,475,23,35,1,0,0,0,0,0,0,0,0,1,86
2023-7-5-0-8-20-430,329,2400,481,23,35,1,0,0,0,0,0,0,0,0,1,84
2023-7-5-0-8-20-450,347,2400,487,23,35,1,0,0,0,0,0,0,0,0,1,82
2023-7-5-0-8-20-470,364,2500,487,23,35,1,0,0,0,0,0,0,0,0,1,80
2023-7-5-0-8-20-490,376,2500,492,23,35,1,0,0,0,0,0,0,0,0,1,78
2023-7-5-0-8-20-510,370,2600,507,23,35,1,0,0,0,0,0,0,0,0,1,76
2023-7-5-0-8-20-530,359,2600,513,23,35,1,0,0,0,0,0,0,0,0,1,74
2023-7-5-0-8-20-550,359,2600,513,23,35,1,0,0,0,0,0,0,0,0,1,72
2023-7-5-0-8-20-570,350,2600,527,23,35,1,0,0,0,0,0,0,0,0,1,70
2023-7-5-0-8-20-590,323,2600,535,23,35,1,0,0,0,0,0,0,0,0,1,68
2023-7-5-0-8-20-610,297,2600,539,23,35,1,0,0,0,0,0,0,0,0,1,65
2023-7-5-0-8-20-630,270,2500,548,23,35,1,0,0,0,0,0,0,0,0,1,63
2023-7-5-0-8-20-650,247,2500,552,23,35,1,0,0,0,0,0,0,0,0,1,61
2023-7-5-0-8-20-670,238,2500,546,23,35,1,0,0,0,0,0,0,0,0,1,58
2023-7-5-0-8-20-690,238,2500,546,23,35,1,0,0,0,0,0,0,0,0,1,56
2023-7-5-0-8-20-710,241,2500,546,23,35,1,0,0,0,0,0,0,0,0,1,54
2023-7-5-0-8-20-730,244,2500,546,23,35,1,0,0,0,0,0,0,0,0,1,51
2023-7-5-0-8-20-750,256,2500,544,23,35,1,0,0,0,0,0,0,0,0,1,49
2023-7-5-0-8-20-770,262,2500,538,23,35,1,0,0,0,0,0,0,0,0,1,47
2023-7-5-0-8-20-790,279,2500,536,23,35,1,0,0,0,0,0,0,0,0,1,45
2023-7-5-0-8-20-810,288,2500,537,23,35,1,0,0,0,0,0,0,0,0,1,42
2023-7-5-0-8-20-830,288,2500,537,23,35,1,0,0,0,0,0,0,0,0,1,40
2023-7-5-0-8-20-850,288,2500,541,23,35,1,0,0,0,0,0,0,0,0,1,38
2023-7-5-0-8-20-870,282,2500,541,23,35,1,0,0,0,0,0,0,0,0,1,35
2023-7-5-0-8-20-890,288,2600,545,23,35,1,0,0,0,0,0,0,0,0,1,33
2023-7-5-0-8-20-910,288,2600,545,23,35,1,0,0,0,0,0,0,0,0,1,31
2023-7-5-0-8-20-930,294,2500,535,23,35,1,0,0,0,0,0,0,0,0,1,29
2023-7-5-0-8-20-950,315,2600,537,23,35,1,0,0,0,0,0,0,0,0,1,26
2023-7-5-0-8-20-970,320,2600,539,23,35,1,0,0,0,0,0,0,0,0,1,24
2023-7-5-0-8-20-990,323,2600,543,23,35,1,0,0,0,0,0,0,0,0,1,22
2023-7-5-0-8-21-10,312,2600,553,23,35,1,0,0,0,0,0,0,0,0,1,19
2023-7-5-0-8-21-30,288,2600,561,23,35,1,0,0,0,0,0,0,0,0,1,17
2023-7-5-0-8-21-50,267,2600,558,23,35,1,0,0,0,0,0,0,0,0,1,15
2023-7-5-0-8-21-70,285,2500,541,23,35,1,0,0,0,0,0,0,0,0,1,12
2023-7-5-0-8-21-90,420,2600,482,23,35,1,0,1,1,0,0,0,0,0,1,10
2023-7-5-0-8-21-110,858,3000,373,23,35,1,0,1,1,0,0,0,0,0,1,8
2023-7-5-0-8-21-130,1405,3800,308,23,35,1,0,1,1,0,0,0,0,0,1,6
2023-7-5-0-8-21-150,1758,4700,360,23,35,1,0,1,1,0,0,0,0,0,1,5
2023-7-5-0-8-21-170,1587,4800,450,23,35,1,0,1,1,0,0,0,0,0,1,4
2023-7-5-0-8-21-190,2016,5000,297,23,35,1,0,1,1,0,0,0,0,0,1,2
2023-7-5-0-8-21-210,2163,4800,149,23,35,1,0,1,1,0,0,0,0,0,1,0
2023-7-5-0-8-21-230,2022,4200,71,23,35,1,0,1,1,1,1,0,0,0,1,0
